,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type,min_processo
1482,L,299.6,309.0,1413,48.5,153,No Failure,76.5
1483,M,299.6,308.9,1685,27.8,161,No Failure,53.666666666666664
1484,H,299.4,308.6,1542,41.8,166,No Failure,33.2
1485,L,299.4,308.7,1681,30.8,171,No Failure,85.5
1486,L,299.5,308.7,1446,45.7,173,No Failure,86.5
1487,L,299.4,308.6,1415,56.4,175,No Failure,87.5
1488,L,299.5,308.7,2549,13.0,179,Power Failure,89.5
1489,L,299.4,308.6,1492,40.5,181,No Failure,90.5
1490,M,299.4,308.6,1455,42.7,183,No Failure,61.0
1491,M,299.3,308.5,1422,43.1,186,No Failure,62.0
1492,L,299.3,308.6,1403,50.6,189,No Failure,94.5
1493,L,299.3,308.6,1474,49.6,191,No Failure,95.5
1494,L,299.2,308.4,1711,28.9,197,No Failure,98.5
1495,L,299.2,308.4,1667,29.0,199,No Failure,99.5
1496,L,299.2,308.4,1465,35.0,201,No Failure,100.5
1497,M,299.3,308.4,1542,37.5,203,Tool Wear Failure,67.66666666666667
1498,L,299.3,308.4,1406,47.4,3,No Failure,1.5
1499,M,299.2,308.4,1396,48.5,5,No Failure,1.6666666666666667
1500,M,299.3,308.5,1304,60.6,8,No Failure,2.6666666666666665
1501,L,299.2,308.5,1442,46.5,11,No Failure,5.5
1502,M,299.2,308.4,1396,48.7,13,No Failure,4.333333333333333
1503,H,299.1,308.3,1424,43.4,16,No Failure,3.2
1504,H,299.1,308.3,1451,42.8,21,No Failure,4.2
1505,L,299.1,308.3,1325,46.9,28,No Failure,14.0
1506,L,299.1,308.3,1559,33.7,30,No Failure,15.0
1507,L,299.1,308.3,1489,38.1,32,No Failure,16.0
1508,L,299.1,308.2,1319,60.3,36,No Failure,18.0
1509,L,299.1,308.3,1431,52.3,38,No Failure,19.0
1510,H,299.1,308.3,1521,36.5,40,No Failure,8.0
1511,M,299.1,308.2,1435,45.2,45,No Failure,15.0
1512,M,299.2,308.4,1529,43.0,50,No Failure,16.666666666666668
1513,L,299.2,308.5,1381,60.6,59,No Failure,29.5
1514,L,299.2,308.5,1370,52.4,61,No Failure,30.5
1515,L,299.2,308.5,1438,46.6,63,No Failure,31.5
1516,L,299.3,308.6,1314,48.2,65,No Failure,32.5
1517,L,299.2,308.5,1821,26.1,69,No Failure,34.5
1518,L,299.3,308.5,1589,32.7,74,No Failure,37.0
1519,L,299.3,308.6,1520,33.7,76,No Failure,38.0
1520,H,299.3,308.7,1408,44.4,82,No Failure,16.4
1521,M,299.3,308.7,1459,35.6,87,No Failure,29.0
1522,L,299.4,308.7,1525,39.0,90,No Failure,45.0
1523,L,299.4,308.8,1390,57.0,92,No Failure,46.0
1524,L,299.3,308.7,1536,38.9,94,No Failure,47.0
1525,L,299.4,308.7,1459,47.6,96,No Failure,48.0
1526,L,299.4,308.7,1381,56.7,102,No Failure,51.0
1527,M,299.4,308.7,1289,60.5,104,No Failure,34.666666666666664
1528,M,299.4,308.6,1541,39.1,109,No Failure,36.333333333333336
1529,M,299.5,308.7,1321,51.9,114,No Failure,38.0
1530,M,299.5,308.8,1886,20.9,117,No Failure,39.0
1531,L,299.6,308.9,1422,53.2,120,No Failure,60.0
1532,L,299.3,308.7,1802,26.0,130,No Failure,65.0
1533,L,299.3,308.6,1482,37.6,132,No Failure,66.0
1534,L,299.4,308.7,1446,62.9,134,Power Failure,67.0
1535,L,299.3,308.6,1371,50.5,136,No Failure,68.0
1536,M,299.2,308.6,1586,35.7,138,No Failure,46.0
1537,L,299.2,308.5,1515,39.8,141,No Failure,70.5
1538,L,299.2,308.5,1374,53.6,143,No Failure,71.5
1539,L,299.1,308.6,1260,57.8,152,No Failure,76.0
1540,L,299.1,308.5,1371,55.5,159,No Failure,79.5
1541,L,299.1,308.6,1611,31.4,161,No Failure,80.5
1542,M,299.0,308.4,1535,47.5,163,No Failure,54.333333333333336
1543,M,299.1,308.6,1491,38.5,166,No Failure,55.333333333333336
1544,M,299.1,308.6,1441,36.2,169,No Failure,56.333333333333336
1545,M,299.1,308.8,1725,26.6,172,No Failure,57.333333333333336
1546,L,299.2,308.9,1368,47.2,175,No Failure,87.5
1547,L,299.2,308.9,1526,37.9,177,No Failure,88.5
1548,L,299.2,308.8,1405,51.4,183,No Failure,91.5
1549,M,299.2,308.8,1700,33.5,185,No Failure,61.666666666666664
1550,H,299.2,308.8,1440,39.1,188,No Failure,37.6
1551,M,299.2,308.7,1401,47.0,198,No Failure,66.0
1552,L,299.3,308.8,1603,33.9,203,No Failure,101.5
1553,L,299.3,308.6,1384,53.6,218,Overstrain Failure,109.0
1554,L,299.2,308.5,1378,50.4,220,Overstrain Failure,110.0
1555,L,299.2,308.5,1445,45.2,222,No Failure,111.0
1556,L,299.2,308.4,1445,43.5,224,No Failure,112.0
1557,L,299.2,308.4,1434,46.8,2,No Failure,1.0
1558,L,299.2,308.4,1877,23.9,4,No Failure,2.0
1559,L,299.3,308.3,1651,28.0,6,No Failure,3.0
1560,M,299.2,308.3,1755,26.4,19,No Failure,6.333333333333333
1561,L,299.2,308.4,1402,47.7,24,No Failure,12.0
1562,L,299.2,308.3,1410,43.0,26,No Failure,13.0
1563,L,299.2,308.4,1436,41.8,28,No Failure,14.0
1564,M,299.3,308.5,1386,42.2,30,No Failure,10.0
1565,L,299.2,308.4,1393,48.4,35,No Failure,17.5
1566,M,299.3,308.5,1422,45.4,37,No Failure,12.333333333333334
1567,L,299.2,308.4,1841,22.8,40,No Failure,20.0
1568,L,299.3,308.6,1433,37.7,42,No Failure,21.0
1569,M,299.3,308.5,1305,60.6,44,No Failure,14.666666666666666
1570,H,299.3,308.6,1498,39.5,47,No Failure,9.4
1571,M,299.2,308.4,1381,42.5,54,No Failure,18.0
1572,L,299.3,308.5,1413,38.5,57,No Failure,28.5
1573,M,299.2,308.6,1631,35.4,64,No Failure,21.333333333333332
1574,H,299.3,308.6,1520,41.4,67,No Failure,13.4
1575,L,299.3,308.5,1510,45.4,72,No Failure,36.0
1576,L,299.2,308.5,1366,49.7,74,No Failure,37.0
1577,L,299.4,308.5,1845,22.9,76,No Failure,38.0
1578,L,299.3,308.5,1485,44.7,78,No Failure,39.0
1579,M,299.3,308.4,1468,42.2,83,No Failure,27.666666666666668
1580,M,299.2,308.4,1856,22.7,86,No Failure,28.666666666666668
1581,L,299.2,308.4,1620,34.1,89,No Failure,44.5
1582,L,299.3,308.5,1409,44.8,91,No Failure,45.5
1583,M,299.3,308.5,1404,49.4,93,No Failure,31.0
1584,L,299.2,308.4,1350,51.3,96,No Failure,48.0
1585,M,299.2,308.4,1538,38.0,98,No Failure,32.666666666666664
1586,M,299.2,308.4,1476,32.7,101,No Failure,33.666666666666664
1587,M,299.2,308.3,1364,51.8,104,No Failure,34.666666666666664
1588,M,299.2,308.3,1582,45.5,107,No Failure,35.666666666666664
1589,L,299.1,308.2,1348,56.1,110,No Failure,55.0
1590,H,299.1,308.2,1450,46.1,112,No Failure,22.4
1591,M,299.1,308.3,1506,38.0,125,No Failure,41.666666666666664
1592,M,299.2,308.5,1474,47.2,132,No Failure,44.0
1593,M,299.2,308.5,1526,37.3,135,No Failure,45.0
1594,L,299.2,308.5,1867,27.0,138,No Failure,69.0
1595,L,299.2,308.4,1580,32.6,142,No Failure,71.0
1596,L,299.2,308.5,1340,50.0,144,No Failure,72.0
1597,L,299.2,308.5,1544,41.6,146,No Failure,73.0
1598,M,299.2,308.5,1742,28.9,150,No Failure,50.0
1599,M,299.1,308.5,1592,34.2,153,No Failure,51.0
1600,L,299.2,308.6,1582,38.8,156,No Failure,78.0
1601,L,299.2,308.5,1490,43.2,158,No Failure,79.0
1602,M,299.2,308.5,1594,35.8,160,No Failure,53.333333333333336
1603,H,299.2,308.6,1462,55.0,163,No Failure,32.6
1604,M,299.2,308.6,1367,47.6,168,No Failure,56.0
1605,H,299.2,308.7,1448,51.4,173,No Failure,34.6
1606,L,299.1,308.7,1498,38.9,181,No Failure,90.5
1607,L,299.1,308.6,1437,41.6,183,No Failure,91.5
1608,M,299.1,308.6,1499,45.1,185,No Failure,61.666666666666664
1609,L,299.1,308.5,1689,32.1,192,No Failure,96.0
1610,L,299.0,308.5,1559,38.1,194,No Failure,97.0
1611,L,299.0,308.5,1886,23.0,198,No Failure,99.0
1612,L,299.1,308.5,1415,43.4,0,No Failure,0.0
1613,M,299.1,308.5,1587,35.6,2,No Failure,0.6666666666666666
1614,L,299.0,308.4,1571,38.6,5,No Failure,2.5
1615,L,298.9,308.3,1660,34.4,9,No Failure,4.5
1616,H,298.8,308.2,1450,44.7,14,No Failure,2.8
1617,L,298.9,308.2,2384,15.0,19,No Failure,9.5
1618,M,298.9,308.2,2022,20.0,23,No Failure,7.666666666666667
1619,L,298.9,308.2,1828,23.8,26,No Failure,13.0
1620,L,298.9,308.3,1855,23.8,33,No Failure,16.5
1621,M,299.0,308.3,1377,47.2,35,No Failure,11.666666666666666
1622,L,298.9,308.3,1432,48.9,38,No Failure,19.0
1623,M,298.9,308.2,1335,47.8,40,No Failure,13.333333333333334
1624,L,299.0,308.3,1441,44.0,48,No Failure,24.0
1625,M,299.0,308.2,1358,42.7,50,No Failure,16.666666666666668
1626,L,298.9,308.2,1686,30.4,53,No Failure,26.5
1627,L,299.1,308.3,1426,40.1,60,No Failure,30.0
1628,M,299.1,308.4,1330,53.6,62,No Failure,20.666666666666668
1629,L,299.1,308.4,1693,31.6,65,No Failure,32.5
1630,L,299.1,308.4,1426,47.9,67,No Failure,33.5
1631,L,299.1,308.5,1676,31.0,69,No Failure,34.5
1632,M,299.1,308.4,1332,51.7,71,No Failure,23.666666666666668
1633,L,299.2,308.6,1267,68.2,76,Power Failure,38.0
1634,L,299.3,308.6,1422,48.9,83,No Failure,41.5
1635,L,299.3,308.7,1408,48.7,85,No Failure,42.5
1636,L,299.2,308.7,1492,37.8,91,No Failure,45.5
1637,L,299.2,308.7,1650,30.5,93,No Failure,46.5
1638,L,299.0,308.6,1648,30.8,98,No Failure,49.0
1639,L,299.0,308.6,1653,31.7,100,No Failure,50.0
1640,L,299.0,308.6,1661,32.2,106,No Failure,53.0
1641,L,299.0,308.6,1434,45.9,108,No Failure,54.0
1642,M,298.9,308.6,1517,39.8,114,No Failure,38.0
1643,L,298.9,308.5,1580,39.1,119,No Failure,59.5
1644,L,298.9,308.6,1481,40.7,124,No Failure,62.0
1645,L,299.0,308.6,1429,37.7,126,No Failure,63.0
1646,M,298.9,308.6,1574,33.5,128,No Failure,42.666666666666664
1647,L,299.0,308.7,1507,37.5,134,No Failure,67.0
1648,L,298.9,308.5,1467,44.7,136,No Failure,68.0
1649,L,298.9,308.4,1301,51.1,138,No Failure,69.0
1650,L,298.9,308.5,1429,55.1,140,No Failure,70.0
1651,M,298.9,308.5,1555,37.6,142,No Failure,47.333333333333336
1652,L,298.9,308.5,1503,40.6,145,No Failure,72.5
1653,L,298.9,308.5,1459,43.1,147,No Failure,73.5
1654,L,298.9,308.5,1387,57.3,154,No Failure,77.0
1655,M,298.9,308.5,1456,50.0,156,No Failure,52.0
1656,L,299.0,308.5,1604,34.7,159,No Failure,79.5
1657,L,299.0,308.6,1734,32.4,161,No Failure,80.5
1658,L,299.0,308.6,1378,47.8,163,No Failure,81.5
1659,L,298.9,308.7,1504,41.8,165,No Failure,82.5
1660,H,298.8,308.6,1524,37.7,170,No Failure,34.0
1661,H,298.9,308.6,1623,31.0,180,No Failure,36.0
1662,H,298.9,308.7,1500,41.6,187,No Failure,37.4
1663,H,299.1,308.8,1566,46.6,192,No Failure,38.4
1664,H,299.0,308.8,1382,58.5,199,No Failure,39.8
1665,L,299.1,308.8,1329,53.6,207,Overstrain Failure,103.5
1666,M,299.1,308.8,1491,41.0,209,No Failure,69.66666666666667
1667,M,299.2,308.9,1573,37.4,212,No Failure,70.66666666666667
1668,M,299.2,308.9,1521,42.3,215,No Failure,71.66666666666667
1669,L,299.1,308.9,1467,47.2,218,No Failure,109.0
1670,M,299.1,308.9,1325,48.4,220,No Failure,73.33333333333333
1671,L,299.1,308.9,1617,32.3,223,No Failure,111.5
1672,M,299.1,308.9,1476,42.7,225,No Failure,75.0
1673,L,299.2,309.0,1515,48.9,228,Overstrain Failure,114.0
1674,L,299.2,309.1,1468,45.6,2,No Failure,1.0
1675,L,299.2,309.1,1387,48.7,4,No Failure,2.0
1676,H,299.2,309.1,1410,47.1,9,No Failure,1.8
1677,L,299.0,308.9,1615,30.6,14,No Failure,7.0
1678,L,299.1,309.0,1405,53.8,18,No Failure,9.0
1679,L,298.9,308.8,1530,38.3,23,No Failure,11.5
1680,L,299.0,308.7,1583,32.5,25,No Failure,12.5
1681,L,298.8,308.5,1490,35.0,29,No Failure,14.5
1682,L,298.8,308.5,1736,29.0,31,No Failure,15.5
1683,L,298.8,308.5,1395,44.4,33,No Failure,16.5
1684,M,298.9,308.6,1425,49.6,35,No Failure,11.666666666666666
1685,L,298.8,308.6,1631,32.4,38,No Failure,19.0
1686,M,298.8,308.7,1446,45.5,49,No Failure,16.333333333333332
1687,M,298.8,308.6,1598,35.1,52,No Failure,17.333333333333332
1688,L,298.8,308.6,1501,35.0,55,No Failure,27.5
1689,L,298.8,308.5,1450,50.8,57,No Failure,28.5
1690,L,298.9,308.7,1438,51.7,64,No Failure,32.0
1691,M,298.8,308.5,1510,38.7,66,No Failure,22.0
1692,L,298.9,308.7,1389,44.9,69,No Failure,34.5
1693,L,298.8,308.7,1490,33.6,71,No Failure,35.5
1694,L,299.0,308.8,1495,38.4,75,No Failure,37.5
1695,L,298.9,308.8,1281,53.9,77,No Failure,38.5
1696,H,298.9,308.7,1353,48.1,79,No Failure,15.8
1697,L,299.1,308.8,1429,50.1,84,No Failure,42.0
1698,L,299.1,308.8,1502,38.3,88,No Failure,44.0
1699,H,299.2,308.9,1712,26.4,95,No Failure,19.0
1700,L,299.3,309.0,1786,23.5,100,No Failure,50.0
1701,L,299.2,309.0,1951,21.4,102,No Failure,51.0
1702,M,299.2,309.0,1541,36.3,104,No Failure,34.666666666666664
1703,L,299.2,309.1,1605,34.3,107,No Failure,53.5
1704,L,299.2,309.1,1578,38.1,109,No Failure,54.5
1705,M,299.3,309.2,1440,37.5,111,No Failure,37.0
1706,L,299.3,309.2,1541,37.2,118,No Failure,59.0
1707,L,299.3,309.2,1511,37.2,129,No Failure,64.5
1708,M,299.3,309.1,1449,47.9,131,No Failure,43.666666666666664
1709,M,299.4,309.1,1440,50.0,134,No Failure,44.666666666666664
1710,L,299.3,309.0,1447,50.4,140,Random Failures,70.0
1711,L,299.4,309.2,1607,31.7,145,No Failure,72.5
1712,L,299.3,309.1,1551,39.1,147,No Failure,73.5
1713,L,299.4,309.1,1304,50.5,153,No Failure,76.5
1714,M,299.3,309.0,1420,41.6,155,No Failure,51.666666666666664
1715,L,299.4,309.1,1766,24.6,158,No Failure,79.0
1716,L,299.6,309.2,1450,43.1,160,No Failure,80.0
1717,H,299.5,309.2,1872,22.6,162,No Failure,32.4
1718,L,299.6,309.2,1713,26.5,167,No Failure,83.5
1719,M,299.4,309.1,1352,44.7,172,No Failure,57.333333333333336
1720,L,299.5,309.2,1499,41.5,175,No Failure,87.5
1721,L,299.5,309.3,1972,19.3,177,No Failure,88.5
1722,L,299.5,309.3,1422,49.2,179,No Failure,89.5
1723,L,299.5,309.3,1523,41.5,181,No Failure,90.5
1724,L,299.4,309.3,1391,46.6,185,No Failure,92.5
1725,L,299.3,309.1,1293,53.7,189,No Failure,94.5
1726,L,299.2,309.1,1345,60.7,191,Overstrain Failure,95.5
1727,L,299.2,308.9,1342,50.8,195,No Failure,97.5
1728,L,299.1,308.8,1502,46.7,197,No Failure,98.5
1729,M,299.0,308.7,1620,35.4,199,No Failure,66.33333333333333
1730,L,299.0,308.7,1537,42.8,202,No Failure,101.0
1731,L,299.0,308.7,2248,16.8,204,No Failure,102.0
1732,L,299.0,308.7,1706,28.6,206,No Failure,103.0
1733,L,299.0,308.7,1396,48.6,0,No Failure,0.0
1734,L,298.8,308.5,1446,37.0,11,No Failure,5.5
1735,M,298.8,308.6,1486,41.1,13,No Failure,4.333333333333333
1736,L,299.0,308.7,1426,38.6,16,No Failure,8.0
1737,L,299.0,308.7,1449,38.9,18,No Failure,9.0
1738,M,299.2,308.9,1447,39.6,22,No Failure,7.333333333333333
1739,L,299.3,309.1,1399,52.1,27,No Failure,13.5
1740,M,299.3,309.2,1334,46.3,31,No Failure,10.333333333333334
1741,M,299.3,309.1,1385,45.6,34,No Failure,11.333333333333334
1742,H,299.4,309.3,1534,37.5,39,No Failure,7.8
1743,L,299.4,309.3,1448,48.6,44,No Failure,22.0
1744,L,299.5,309.3,1409,44.7,46,No Failure,23.0
1745,L,299.4,309.2,1621,34.5,48,No Failure,24.0
1746,H,299.4,309.1,1547,40.9,50,No Failure,10.0
1747,L,299.4,309.1,1957,22.1,55,No Failure,27.5
1748,L,299.4,309.1,2421,14.2,57,No Failure,28.5
1749,M,299.3,309.1,1571,38.3,59,No Failure,19.666666666666668
1750,L,299.3,309.1,1634,36.8,62,No Failure,31.0
1751,L,299.3,309.0,1516,38.7,64,No Failure,32.0
1752,L,299.4,309.1,1207,66.5,66,No Failure,33.0
1753,M,299.4,309.1,1461,48.6,70,No Failure,23.333333333333332
1754,L,299.4,309.2,1569,40.8,73,No Failure,36.5
1755,L,299.4,309.2,1556,35.7,75,No Failure,37.5
1756,M,299.5,309.3,1506,41.5,77,No Failure,25.666666666666668
1757,M,299.6,309.4,1642,30.3,80,No Failure,26.666666666666668
1758,M,299.6,309.4,1283,62.1,83,No Failure,27.666666666666668
1759,H,299.7,309.5,1375,46.8,86,No Failure,17.2
1760,L,299.7,309.4,1399,39.9,91,No Failure,45.5
1761,L,299.7,309.4,1650,29.8,93,No Failure,46.5
1762,M,299.8,309.6,1346,53.2,95,No Failure,31.666666666666668
1763,H,299.9,309.6,1410,51.2,98,No Failure,19.6
1764,M,300.0,309.7,1652,28.6,112,No Failure,37.333333333333336
1765,L,300.1,309.8,1532,39.8,115,No Failure,57.5
1766,L,300.0,309.7,1554,32.0,117,No Failure,58.5
1767,L,299.9,309.6,1254,61.3,124,No Failure,62.0
1768,L,299.9,309.6,1294,49.7,126,No Failure,63.0
1769,M,299.8,309.4,1412,47.8,130,No Failure,43.333333333333336
1770,H,299.8,309.5,1420,46.7,136,No Failure,27.2
1771,L,299.8,309.5,1542,40.3,141,No Failure,70.5
1772,M,299.8,309.4,1401,48.1,143,No Failure,47.666666666666664
1773,H,299.9,309.5,1547,38.5,148,No Failure,29.6
1774,M,299.8,309.5,1453,43.2,153,No Failure,51.0
1775,L,299.8,309.4,1436,51.6,158,No Failure,79.0
1776,M,299.9,309.5,1582,38.2,160,No Failure,53.333333333333336
1777,L,299.9,309.6,1280,59.3,163,No Failure,81.5
1778,L,299.9,309.5,2008,20.4,165,No Failure,82.5
1779,L,299.9,309.5,1567,35.5,171,No Failure,85.5
1780,M,299.8,309.4,1751,27.0,173,No Failure,57.666666666666664
1781,L,299.9,309.5,1349,51.3,176,No Failure,88.0
1782,M,300.0,309.5,1425,40.8,178,No Failure,59.333333333333336
1783,L,300.0,309.4,1395,44.5,181,No Failure,90.5
1784,H,299.8,309.3,1595,32.1,183,No Failure,36.6
1785,L,299.8,309.3,1291,56.4,188,No Failure,94.0
1786,M,299.9,309.4,1509,42.8,190,No Failure,63.333333333333336
1787,M,299.9,309.4,1487,42.2,198,No Failure,66.0
1788,L,299.8,309.4,2256,15.9,201,No Failure,100.5
1789,H,299.7,309.2,1691,27.7,203,No Failure,40.6
1790,M,299.8,309.3,1640,31.1,211,No Failure,70.33333333333333
1791,H,299.7,309.3,1494,37.8,214,No Failure,42.8
1792,L,299.8,309.4,1467,46.2,219,No Failure,109.5
1793,M,299.7,309.3,1399,41.9,221,Tool Wear Failure,73.66666666666667
1794,L,299.7,309.3,1445,42.6,0,No Failure,0.0
1795,L,299.8,309.4,1480,40.9,2,No Failure,1.0
1796,L,299.7,309.3,1546,37.2,4,No Failure,2.0
1797,L,299.7,309.3,1574,35.8,6,No Failure,3.0
1798,L,299.7,309.3,1592,34.2,8,No Failure,4.0
1799,L,299.8,309.6,1447,43.1,12,No Failure,6.0
1800,L,299.8,309.5,1476,44.4,14,No Failure,7.0
1801,L,299.8,309.5,1545,32.2,18,No Failure,9.0
1802,M,299.9,309.6,1364,44.4,20,No Failure,6.666666666666667
1803,L,299.8,309.5,1590,28.5,23,No Failure,11.5
1804,L,299.8,309.4,1633,27.5,29,No Failure,14.5
1805,L,299.9,309.4,1348,52.8,31,No Failure,15.5
1806,L,300.0,309.5,1641,30.1,35,No Failure,17.5
1807,L,300.0,309.5,1728,26.0,37,No Failure,18.5
1808,L,300.0,309.6,1431,47.7,39,No Failure,19.5
1809,L,300.1,309.7,1641,30.4,41,No Failure,20.5
1810,M,300.1,309.6,1625,38.0,46,No Failure,15.333333333333334
1811,L,300.0,309.5,1869,22.7,49,No Failure,24.5
1812,L,300.0,309.6,1452,46.0,51,No Failure,25.5
1813,L,300.0,309.6,1618,28.7,53,No Failure,26.5
1814,L,300.0,309.4,2010,20.0,55,No Failure,27.5
1815,L,299.9,309.3,1473,40.4,59,No Failure,29.5
1816,L,299.9,309.2,1333,50.8,61,No Failure,30.5
1817,L,299.8,309.2,1760,25.9,63,No Failure,31.5
1818,M,299.8,309.2,1372,58.2,65,No Failure,21.666666666666668
1819,M,299.7,309.2,1608,34.4,68,No Failure,22.666666666666668
1820,L,299.7,309.2,1326,64.8,71,No Failure,35.5
1821,M,299.6,309.0,1539,36.1,76,No Failure,25.333333333333332
1822,L,299.6,309.1,1574,39.2,83,No Failure,41.5
1823,L,299.6,309.1,1407,50.6,85,No Failure,42.5
1824,H,299.7,309.2,1302,55.5,87,No Failure,17.4
1825,M,299.6,309.2,1651,30.8,92,No Failure,30.666666666666668
1826,M,299.5,309.1,1422,45.3,103,No Failure,34.333333333333336
1827,L,299.6,309.2,1559,39.1,110,No Failure,55.0
1828,M,299.6,309.3,1553,32.4,112,No Failure,37.333333333333336
1829,L,299.7,309.4,1362,51.9,117,No Failure,58.5
1830,M,299.8,309.3,1470,42.7,119,No Failure,39.666666666666664
1831,L,299.8,309.4,1555,34.8,122,No Failure,61.0
1832,L,299.7,309.3,1434,38.5,127,No Failure,63.5
1833,L,299.7,309.3,1417,54.6,131,No Failure,65.5
1834,L,299.6,309.2,1425,45.9,133,No Failure,66.5
1835,M,299.7,309.2,1597,32.9,135,No Failure,45.0
1836,L,299.7,309.2,1346,57.4,138,No Failure,69.0
1837,L,299.7,309.2,1422,40.4,140,No Failure,70.0
1838,H,299.7,309.2,1572,32.8,142,No Failure,28.4
1839,M,299.7,309.1,1576,36.4,149,No Failure,49.666666666666664
1840,M,299.8,309.1,1496,44.4,155,No Failure,51.666666666666664
1841,L,299.8,309.2,1572,35.4,158,No Failure,79.0
1842,L,299.6,309.0,1525,42.8,160,No Failure,80.0
1843,L,299.6,309.0,1378,51.9,162,No Failure,81.0
1844,L,299.6,309.1,1369,51.4,164,No Failure,82.0
1845,L,299.6,309.1,1476,45.3,166,No Failure,83.0
1846,L,299.7,309.2,1620,30.0,168,No Failure,84.0
1847,M,299.7,309.1,1603,38.5,170,No Failure,56.666666666666664
1848,L,299.7,309.2,1616,31.6,175,No Failure,87.5
1849,H,299.7,309.2,1456,40.6,182,No Failure,36.4
1850,M,299.7,309.1,1851,24.7,189,No Failure,63.0
1851,L,299.7,309.1,1715,27.8,192,No Failure,96.0
1852,H,299.6,309.1,1630,32.3,194,No Failure,38.8
1853,L,299.7,309.2,1478,38.8,199,No Failure,99.5
1854,L,299.7,309.2,1781,29.6,201,No Failure,100.5
1855,L,299.8,309.2,1439,36.1,203,No Failure,101.5
1856,M,299.7,309.2,1412,45.3,205,No Failure,68.33333333333333
1857,L,299.7,309.1,1483,41.1,208,No Failure,104.0
1858,L,299.8,309.2,1400,42.6,210,No Failure,105.0
1859,L,299.8,309.2,1479,44.4,214,No Failure,107.0
1860,M,299.9,309.3,1389,52.8,0,No Failure,0.0
1861,M,299.9,309.4,1399,54.8,3,No Failure,1.0
1862,L,300.0,309.5,1925,21.9,9,No Failure,4.5
1863,M,300.0,309.6,1477,38.1,13,No Failure,4.333333333333333
1864,L,299.9,309.5,1451,39.4,18,No Failure,9.0
1865,L,299.9,309.4,1467,41.2,20,No Failure,10.0
1866,L,299.9,309.4,1858,22.5,22,No Failure,11.0
1867,L,300.1,309.4,1453,47.6,28,No Failure,14.0
1868,L,300.1,309.4,1464,41.7,30,No Failure,15.0
1869,L,300.0,309.4,1308,50.2,32,No Failure,16.0
1870,M,300.2,309.6,1556,35.8,36,No Failure,12.0
1871,L,300.2,309.5,2183,17.8,39,No Failure,19.5
1872,M,300.2,309.6,1528,35.1,44,No Failure,14.666666666666666
1873,M,300.2,309.5,1630,28.3,51,No Failure,17.0
1874,M,300.3,309.6,1524,38.4,54,No Failure,18.0
1875,H,300.3,309.5,1438,44.0,59,No Failure,11.8
1876,L,300.4,309.6,1356,45.9,64,No Failure,32.0
1877,H,300.4,309.6,1416,43.3,66,No Failure,13.2
1878,L,300.4,309.7,1584,32.6,71,No Failure,35.5
1879,L,300.3,309.6,1597,31.8,73,No Failure,36.5
1880,L,300.4,309.6,1553,43.9,75,No Failure,37.5
1881,M,300.3,309.5,1405,49.4,77,No Failure,25.666666666666668
1882,L,300.2,309.5,1539,35.3,80,No Failure,40.0
1883,M,300.3,309.6,1398,53.7,82,No Failure,27.333333333333332
1884,L,300.3,309.6,1568,39.6,85,No Failure,42.5
1885,M,300.2,309.5,1500,45.7,89,No Failure,29.666666666666668
1886,M,300.3,309.6,1509,46.6,95,No Failure,31.666666666666668
1887,L,300.2,309.5,1343,50.2,98,No Failure,49.0
1888,L,300.1,309.5,1450,40.1,100,No Failure,50.0
1889,L,300.0,309.4,1460,43.5,102,No Failure,51.0
1890,L,300.0,309.3,1364,41.2,104,No Failure,52.0
1891,M,299.9,309.3,1452,41.9,106,No Failure,35.333333333333336
1892,L,299.9,309.3,1471,41.8,109,No Failure,54.5
1893,L,299.9,309.2,1598,34.6,111,No Failure,55.5
1894,L,299.8,309.1,1772,24.8,113,No Failure,56.5
1895,L,299.9,309.2,1761,25.6,115,No Failure,57.5
1896,M,300.0,309.3,1413,40.7,117,No Failure,39.0
1897,L,300.0,309.3,1887,22.6,120,No Failure,60.0
1898,L,300.0,309.3,1395,56.5,122,No Failure,61.0
1899,M,300.1,309.4,1569,31.6,124,No Failure,41.333333333333336
1900,L,300.2,309.5,1417,41.1,129,No Failure,64.5
1901,L,300.2,309.5,1729,28.4,131,No Failure,65.5
1902,L,300.2,309.5,1436,48.8,135,No Failure,67.5
1903,M,300.3,309.6,1419,42.5,137,No Failure,45.666666666666664
1904,M,300.3,309.5,1320,62.2,142,No Failure,47.333333333333336
1905,M,300.3,309.5,1448,42.4,145,No Failure,48.333333333333336
1906,M,300.3,309.4,1612,33.1,150,No Failure,50.0
1907,M,300.4,309.4,1875,23.9,155,No Failure,51.666666666666664
1908,M,300.4,309.3,1467,40.3,166,No Failure,55.333333333333336
1909,L,300.3,309.1,1368,46.0,171,No Failure,85.5
1910,L,300.3,309.2,1572,32.0,173,No Failure,86.5
1911,M,300.3,309.1,1458,44.3,175,No Failure,58.333333333333336
1912,L,300.3,309.1,1699,30.3,178,No Failure,89.0
1913,L,300.3,309.3,1478,39.5,180,No Failure,90.0
1914,M,300.4,309.4,1362,42.1,182,No Failure,60.666666666666664
1915,H,300.4,309.4,1487,38.9,185,No Failure,37.0
1916,L,300.3,309.4,1705,29.4,190,No Failure,95.0
1917,L,300.3,309.3,1345,53.5,192,No Failure,96.0
